-84.7636,,
,,
,,
,,
,,
,,
,,
,,
,,
35.8829,,
,,
-82.2719,,
,,
,,
,,
,,
388.6689,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
90.9515,,
107.5116,,
,,
,,
,,
163.7785,,
,,
22.6039,,
,,
,,
,,
,,
,,
,,
,,
,,
-51.9175,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-54.4585,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
81.2055,,
,,
,,
,,
,,
,,
,,
,,
16.7129,,
,,
,,
-55.9499,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
15.7888,-58.8632,-95.6518
,,
,,
,,
,,
,,
,,
,,
,,
173.8359,,
,,
17.0146,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-72.7076,-25.1420,
,,
,,
,,
-66.6449,38.7939,
,,
,,
-71.6526,,
,,
,,
,,
149.5313,,
,,
,,
-15.3261,,
,,
,,
,,
,,
-20.6730,,
,,
,,
-49.7799,-90.4035,
-65.6819,,
-44.3286,,
,,
-61.6345,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-81.3780,,
-6.3065,,
,,
,,
,,
-75.3693,,
,,
,,
,,
,,
,,
,,
,,
,,
-38.0770,,
94.5593,-52.9109,
,,
,,
1338.8029,-99.7441,
,,
,,
,,
,,
-38.6501,,
-15.8439,,
,,
,,
,,
,,
-51.0363,,
,,
,,
,,
,,
-27.3331,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
108.9699,-82.0011,-65.2075
,,
,,
,,
,,
,,
,,
,,
,,
,,
-54.7798,463.9949,
123.8723,,
,,
,,
,,
,,
,,
,,
,,
,,
481.6895,,
,,
,,
,,
,,
,,
-63.1069,,
-29.7751,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-82.5870,,
,,
,,
,,
,,
,,
,,
,,
,,
89.7255,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-52.2706,30.6712,
,,
,,
-11.0211,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-9.4659,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-68.1619,114.2960,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-77.8376,216.8453,
,,
,,
,,
,,
,,
14.5356,,
,,
,,
,,
,,
,,
,,
,,
-46.1548,4368.0701,
,,
,,
,,
-82.5705,,
,,
,,
,,
,,
,,
,,
,,
,,
-81.1269,,
,,
,,
-89.2299,,
,,
,,
,,
,,
,,
,,
,,
,,
-67.3676,,
521.8145,,
,,
,,
,,
,,
,,
-81.1941,1301.7475,
-1.5690,,
-57.4006,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11.3250,,
137.9238,,
29.8203,38.2593,
,,
71.8478,,
,,
,,
,,
,,
,,
-84.3236,,
,,
,,
,,
,,
,,
,,
-63.5425,,
,,
,,
,,
,,
,,
,,
,,
,,
-67.0462,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-94.9782,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
51.0405,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
329.6673,76.4369,-57.7892
16.7401,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
349.3716,-98.8251,
,,
729.3104,,
42.7412,,
,,
,,
,,
,,
,,
-65.2568,,
,,
,,
0.8664,,
,,
,,
,,
,,
,,
,,
27.8895,,
,,
294.9350,,
,,
,,
0.5222,,
,,
-39.7609,,
102.2757,,
-90.8448,873.5705,
,,
,,
-3.1879,,
,,
,,
,,
,,
38.6207,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-53.1104,,
301.5189,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-42.9934,9.1589,
,,
,,
81.8436,,
,,
-65.6313,,
,,
-33.7426,,
,,
-35.3947,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-40.8289,,
,,
,,
,,
,,
,,
,,
,,
243.0247,16.8123,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
202.5585,,
,,
,,
,,
-83.3437,,
,,
,,
,,
,,
,,
,,
,,
-7.4197,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
2.8188,,
