4.5344,-14.0162,-6.5068,333.3198,-98.2355,2113.0583,-81.1651,91.6268,,,,,,,,,,,,,,,
287.0417,-40.1183,21.1971,-74.5496,446.4120,,,,,,,,,,,,,,,,,,
-99.0116,444.5598,,,,,,,,,,,,,,,,,,,,,
22.6615,-20.2655,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
35.2487,,,,,,,,,,,,,,,,,,,,,,
-80.2914,,,,,,,,,,,,,,,,,,,,,,
253.0350,-87.2138,587.8705,-66.8608,439.0816,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-48.4804,4285.1354,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
216.5241,21.9720,,,,,,,,,,,,,,,,,,,,,
221.5659,-84.3321,-46.8103,,,,,,,,,,,,,,,,,,,,
-56.7410,331.2266,-90.3866,1396.7369,-86.4306,5.0690,-36.8285,-74.7066,48.5348,,,,,,,,,,,,,,
-15.9658,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-90.8513,359.8563,133.0846,,,,,,,,,,,,,,,,,,,,
-59.3418,582.0689,-0.2470,,,,,,,,,,,,,,,,,,,,
-77.4876,4311.2483,,,,,,,,,,,,,,,,,,,,,
-89.2366,,,,,,,,,,,,,,,,,,,,,,
-86.2459,395.2298,41.2634,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
141.6991,-78.0356,-11.1034,-2.8631,,,,,,,,,,,,,,,,,,,
-83.8797,-85.3507,105.3033,-17.1529,,,,,,,,,,,,,,,,,,,
-94.5155,285.7908,78.3996,,,,,,,,,,,,,,,,,,,,
388.6391,-91.8089,94.3990,4.2053,-41.1964,2.7362,-62.1886,,,,,,,,,,,,,,,,
-73.0836,404.7262,148.7122,,,,,,,,,,,,,,,,,,,,
-89.7608,184.4455,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-12.8615,-64.0996,-93.6677,25401.4495,-98.1754,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-78.4851,-26.9482,-3.8879,-97.0646,840.8581,370.5293,1072.1987,1041.3665,69.3818,,,,,,,,,,,,,,
-81.2627,348.4862,,,,,,,,,,,,,,,,,,,,,
-87.9182,-86.0586,5821.9988,-78.7879,,,,,,,,,,,,,,,,,,,
35.2487,,,,,,,,,,,,,,,,,,,,,,
-91.5430,3855.3665,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-86.5033,4.7140,624.2736,-54.6945,,,,,,,,,,,,,,,,,,,
-57.7319,-17.5444,749.2631,-89.0578,209.5186,-79.2817,-18.1068,216.2106,,,,,,,,,,,,,,,
-64.0996,-81.7945,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-97.1521,638.0221,,,,,,,,,,,,,,,,,,,,,
-83.8797,-40.5227,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-99.1222,3588.4564,-95.4577,3269.8842,-79.5004,,,,,,,,,,,,,,,,,,
370.8116,-83.5242,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-55.5438,,,,,,,,,,,,,,,,,,,,,,
-99.0098,26451.0936,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-47.3543,70.7586,,,,,,,,,,,,,,,,,,,,,
-35.0011,1032.7979,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-67.4668,-91.3675,37.8670,,,,,,,,,,,,,,,,,,,,
-59.8545,-36.8302,-65.6526,-66.7516,11093.1081,,,,,,,,,,,,,,,,,,
-29.5484,2.9064,-98.7668,37537.6864,,,,,,,,,,,,,,,,,,,
-87.2773,,,,,,,,,,,,,,,,,,,,,,
-84.4627,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
35.2487,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-85.7918,106.5539,,,,,,,,,,,,,,,,,,,,,
-43.1689,-80.3847,-78.3387,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-64.7052,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-90.3203,,,,,,,,,,,,,,,,,,,,,,
-97.4890,773.1054,221.8419,191.0201,,,,,,,,,,,,,,,,,,,
-96.9295,4813.5945,,,,,,,,,,,,,,,,,,,,,
-98.8574,,,,,,,,,,,,,,,,,,,,,,
-44.0114,-50.1278,,,,,,,,,,,,,,,,,,,,,
-34.5564,51.4381,162.1988,-99.2558,1121.9989,43.8793,-80.8456,-2.2236,-76.9675,3441.5590,,,,,,,,,,,,,
140.8953,-97.2977,1811.2776,-37.8775,,,,,,,,,,,,,,,,,,,
35.2487,,,,,,,,,,,,,,,,,,,,,,
-81.0047,-79.0572,3722.5552,-68.3740,,,,,,,,,,,,,,,,,,,
-56.5085,-97.0767,,,,,,,,,,,,,,,,,,,,,
35.2487,,,,,,,,,,,,,,,,,,,,,,
-19.9031,-24.5548,,,,,,,,,,,,,,,,,,,,,
-96.5078,362.7304,366.7834,,,,,,,,,,,,,,,,,,,,
-57.0090,665.5311,,,,,,,,,,,,,,,,,,,,,
-71.2152,243.9353,-33.7216,-87.1253,109.4280,302.3742,376.5219,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-96.6631,160.4875,2.1193,-97.2060,,,,,,,,,,,,,,,,,,,
-16.1490,-40.8273,473.2075,,,,,,,,,,,,,,,,,,,,
106.8005,,,,,,,,,,,,,,,,,,,,,,
242.3703,-54.2034,,,,,,,,,,,,,,,,,,,,,
33.3617,168.5167,,,,,,,,,,,,,,,,,,,,,
-95.4549,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-94.2683,-8.7013,-87.1685,5136.5810,,,,,,,,,,,,,,,,,,,
-96.3260,377.8194,328.2511,,,,,,,,,,,,,,,,,,,,
-1.2152,-92.9115,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
35.2487,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
-55.5438,,,,,,,,,,,,,,,,,,,,,,
3278.0962,,,,,,,,,,,,,,,,,,,,,,
-0.9768,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
