320.76,,,,,,,,,,,,,,,,,,,,,,,
-86.82,-79.78,-81.34,4460.22,390.76,,,,,,,,,,,,,,,,,,,
-95.18,-1.79,762.00,-71.72,-91.65,2041.29,35.11,-80.48,25.41,,,,,,,,,,,,,,,
-24.21,3.49,-20.43,-74.42,613.76,-8.48,261.14,,,,,,,,,,,,,,,,,
-88.57,166.44,-64.09,47.31,-79.65,96.90,-76.30,1110.37,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-96.92,26.39,505.19,,,,,,,,,,,,,,,,,,,,,
-80.23,-35.30,-53.34,,,,,,,,,,,,,,,,,,,,,
39.17,-79.65,72.29,-72.92,505.19,,,,,,,,,,,,,,,,,,,
-73.84,-75.85,-40.02,-82.41,2175.04,93.34,-78.69,-50.11,63.59,,,,,,,,,,,,,,,
-91.93,-52.53,142.70,-1.09,33.02,,,,,,,,,,,,,,,,,,,
-89.54,164.08,-36.77,96.42,-79.65,687.60,-28.29,-73.62,,,,,,,,,,,,,,,,
-75.95,231.35,-48.82,-1.79,-79.65,589.15,,,,,,,,,,,,,,,,,,
-56.69,-32.63,-19.11,-83.19,-44.06,454.00,-0.69,,,,,,,,,,,,,,,,,
-98.12,2737.98,,,,,,,,,,,,,,,,,,,,,,
-49.09,-48.05,,,,,,,,,,,,,,,,,,,,,,
-36.11,194.63,-39.90,-68.40,,,,,,,,,,,,,,,,,,,,
-97.99,154.27,96.42,-79.65,-53.34,158.95,133.71,,,,,,,,,,,,,,,,,
-97.97,355.03,223.67,-68.18,328.46,-77.39,1656.57,,,,,,,,,,,,,,,,,
-86.36,-74.92,249.76,,,,,,,,,,,,,,,,,,,,,
-92.36,2125.34,,,,,,,,,,,,,,,,,,,,,,
-10.83,126.18,-79.65,96.90,,,,,,,,,,,,,,,,,,,,
-71.60,47.31,749.27,-97.60,-50.77,7767.84,,,,,,,,,,,,,,,,,,
-83.94,96.42,-79.65,613.76,292.87,-89.09,798.77,-90.24,,,,,,,,,,,,,,,,
213.74,-84.97,26.39,378.88,,,,,,,,,,,,,,,,,,,,
-95.54,2556.25,-94.80,,,,,,,,,,,,,,,,,,,,,
41.18,-79.65,-1.55,-52.60,1412.96,,,,,,,,,,,,,,,,,,,
-99.38,77.62,188.41,156.77,691.42,-74.72,33.02,,,,,,,,,,,,,,,,,
-97.58,-13.69,1491.02,-86.44,2530.85,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-89.96,-34.53,-79.65,1844.39,-97.60,146.63,390.76,,,,,,,,,,,,,,,,,
198.03,,,,,,,,,,,,,,,,,,,,,,,
7.39,12.07,,,,,,,,,,,,,,,,,,,,,,
-86.67,303.46,-68.65,,,,,,,,,,,,,,,,,,,,,
-45.80,-79.65,-1.55,,,,,,,,,,,,,,,,,,,,,
390.76,-73.62,,,,,,,,,,,,,,,,,,,,,,
36.80,-57.54,775.21,-54.67,-28.77,286.77,495.67,-91.22,,,,,,,,,,,,,,,,
-60.72,2369.16,,,,,,,,,,,,,,,,,,,,,,
-77.36,96.42,-69.47,326.62,-85.42,,,,,,,,,,,,,,,,,,,
320.76,,,,,,,,,,,,,,,,,,,,,,,
-59.79,1303.37,,,,,,,,,,,,,,,,,,,,,,
-54.76,-64.04,,,,,,,,,,,,,,,,,,,,,,
-97.87,4136.30,,,,,,,,,,,,,,,,,,,,,,
-38.64,-54.11,-18.41,135.78,3024.28,,,,,,,,,,,,,,,,,,,
-79.60,1291.88,,,,,,,,,,,,,,,,,,,,,,
-31.68,-79.65,343.03,-78.93,620.03,-57.98,163.76,,,,,,,,,,,,,,,,,
-95.48,22.39,479.56,-46.43,-49.12,431.63,-92.98,3860.19,-96.73,-20.76,424.64,,,,,,,,,,,,,
-23.17,84.35,256.13,4.08,-26.21,-77.93,-2.99,23.09,669.48,,,,,,,,,,,,,,,
-85.82,1583.84,,,,,,,,,,,,,,,,,,,,,,
-73.16,-79.65,72.29,-72.92,1110.37,,,,,,,,,,,,,,,,,,,
-96.02,-6.70,250.10,-64.77,105.16,,,,,,,,,,,,,,,,,,,
-95.11,22.69,,,,,,,,,,,,,,,,,,,,,,
138.69,,,,,,,,,,,,,,,,,,,,,,,
332.37,-95.28,,,,,,,,,,,,,,,,,,,,,,
-95.09,473.68,,,,,,,,,,,,,,,,,,,,,,
-94.40,303.46,,,,,,,,,,,,,,,,,,,,,,
-53.07,57.17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-95.66,2000.61,-94.13,390.76,-79.10,,,,,,,,,,,,,,,,,,,
-69.57,-89.64,-20.86,279.17,,,,,,,,,,,,,,,,,,,,
72.20,,,,,,,,,,,,,,,,,,,,,,,
-93.13,17.85,-19.86,-76.30,23.32,158.89,,,,,,,,,,,,,,,,,,
217.14,-33.47,,,,,,,,,,,,,,,,,,,,,,
313.34,,,,,,,,,,,,,,,,,,,,,,,
-98.89,-53.34,1412.96,,,,,,,,,,,,,,,,,,,,,
-91.65,730.52,-59.24,-74.36,,,,,,,,,,,,,,,,,,,,
-97.27,2418.21,-53.02,-81.01,23.32,,,,,,,,,,,,,,,,,,,
-86.99,,,,,,,,,,,,,,,,,,,,,,,
-84.03,-30.48,-27.60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
25.85,-52.89,-1.79,-73.48,-40.70,29.39,1352.14,-84.58,58.11,,,,,,,,,,,,,,,
-97.23,194.63,-79.65,687.60,-85.39,145.38,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-76.43,-79.65,835.28,-39.61,-37.30,,,,,,,,,,,,,,,,,,,
-39.84,-79.65,,,,,,,,,,,,,,,,,,,,,,
-89.65,-6.70,100.06,,,,,,,,,,,,,,,,,,,,,
-98.04,933.73,-45.83,0.86,,,,,,,,,,,,,,,,,,,,
-52.89,599.44,23.91,-91.14,47.31,589.60,-12.20,-57.99,-92.54,216.57,,,,,,,,,,,,,,
-99.20,681.45,-32.36,-54.50,83.42,766.09,-91.63,,,,,,,,,,,,,,,,,
138.69,,,,,,,,,,,,,,,,,,,,,,,
-75.58,-6.51,-59.61,-1.79,-79.65,343.03,-89.47,658.96,,,,,,,,,,,,,,,,
-45.25,-20.66,-76.41,536.95,-62.08,112.83,,,,,,,,,,,,,,,,,,
-86.10,-37.80,468.76,0.86,,,,,,,,,,,,,,,,,,,,
-45.34,-79.65,515.31,-8.21,4.51,,,,,,,,,,,,,,,,,,,
-75.27,15.95,17.85,11.93,-91.05,2194.70,,,,,,,,,,,,,,,,,,
-95.83,-53.34,1110.37,,,,,,,,,,,,,,,,,,,,,
-93.11,62.33,89.59,,,,,,,,,,,,,,,,,,,,,
-91.41,-34.53,105.36,-90.75,23.32,2.58,,,,,,,,,,,,,,,,,,
-98.37,5733.62,-36.31,-61.69,-96.82,21936.78,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-97.14,464.70,-94.69,416.86,-90.97,785.46,,,,,,,,,,,,,,,,,,
-89.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
20.11,-95.58,2754.74,,,,,,,,,,,,,,,,,,,,,
-34.55,1097.34,,,,,,,,,,,,,,,,,,,,,,
138.69,,,,,,,,,,,,,,,,,,,,,,,
-99.19,231.78,-64.77,390.76,,,,,,,,,,,,,,,,,,,,
-74.96,-20.87,,,,,,,,,,,,,,,,,,,,,,
-84.18,160.68,,,,,,,,,,,,,,,,,,,,,,
-93.98,-27.90,2467.73,-85.72,-46.92,-28.11,590.40,-35.83,30.60,-61.29,3503.54,,,,,,,,,,,,,
-86.40,287.35,-59.88,-88.14,1587.34,-43.12,-55.76,,,,,,,,,,,,,,,,,
-96.41,-49.99,1110.37,,,,,,,,,,,,,,,,,,,,,
-75.58,34.71,151.83,,,,,,,,,,,,,,,,,,,,,
-77.86,70.83,96.42,75.30,-89.17,1564.26,,,,,,,,,,,,,,,,,,
-60.75,-72.47,-80.31,473.68,,,,,,,,,,,,,,,,,,,,
-89.65,-43.12,1340.07,-94.01,-45.45,328.46,5.51,1405.63,,,,,,,,,,,,,,,,
-92.18,584.94,-54.67,-73.48,-23.27,219.96,-85.42,146.63,390.76,,,,,,,,,,,,,,,
-62.77,356.92,-74.45,,,,,,,,,,,,,,,,,,,,,
-58.49,-79.65,244.58,63.91,,,,,,,,,,,,,,,,,,,,
1918.89,-93.33,19592.41,-96.88,293.31,-72.26,33.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-98.58,4430.59,-88.12,,,,,,,,,,,,,,,,,,,,,
93.76,-64.67,47.31,-79.65,343.03,-32.75,,,,,,,,,,,,,,,,,,
578.18,,,,,,,,,,,,,,,,,,,,,,,
-93.66,3704.82,,,,,,,,,,,,,,,,,,,,,,
-92.18,194.63,-94.91,515.31,-8.21,,,,,,,,,,,,,,,,,,,
-79.68,-26.34,-79.65,372.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1221.88,27.04,-39.43,-50.90,-49.12,461.17,-92.02,164.82,-61.20,2.58,,,,,,,,,,,,,,
-25.51,72.41,31.52,,,,,,,,,,,,,,,,,,,,,
-73.48,-63.93,1539.78,-76.41,197.24,-72.92,219.25,,,,,,,,,,,,,,,,,
-21.74,34.65,194.63,-79.65,195.35,91.23,,,,,,,,,,,,,,,,,,
89.60,41.54,-85.62,244.58,24.33,,,,,,,,,,,,,,,,,,,
44.29,49.02,,,,,,,,,,,,,,,,,,,,,,
-19.66,,,,,,,,,,,,,,,,,,,,,,,
-62.74,,,,,,,,,,,,,,,,,,,,,,,
-43.85,-79.65,,,,,,,,,,,,,,,,,,,,,,
-3.95,-58.50,19.91,16.62,68.84,42.19,33.02,,,,,,,,,,,,,,,,,
-73.90,-79.65,121.51,26.39,,,,,,,,,,,,,,,,,,,,
72.08,,,,,,,,,,,,,,,,,,,,,,,
-77.20,35.61,47.31,-79.65,96.90,-76.30,547.37,133.71,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
198.03,,,,,,,,,,,,,,,,,,,,,,,
-24.34,-38.34,83.40,-79.65,318.41,-15.36,,,,,,,,,,,,,,,,,,
-69.30,,,,,,,,,,,,,,,,,,,,,,,
-99.75,1494.98,1855.91,-94.90,,,,,,,,,,,,,,,,,,,,
-93.18,203.35,267.81,74.61,-92.15,5.51,,,,,,,,,,,,,,,,,,
-99.17,,,,,,,,,,,,,,,,,,,,,,,
1.34,-64.60,-41.72,47.31,33.68,6.56,5.48,159.10,-68.85,,,,,,,,,,,,,,,
-40.47,-5.04,1.86,-1.79,-79.65,121.51,34.50,78.30,,,,,,,,,,,,,,,,
-85.69,-88.15,7489.64,,,,,,,,,,,,,,,,,,,,,
-36.27,,,,,,,,,,,,,,,,,,,,,,,
-26.56,126.18,-79.65,,,,,,,,,,,,,,,,,,,,,
-8.00,,,,,,,,,,,,,,,,,,,,,,,
-57.81,45.65,-98.24,646.98,47.31,-79.65,1032.18,-95.88,505.19,,,,,,,,,,,,,,,
197.23,-64.94,-45.83,,,,,,,,,,,,,,,,,,,,,
-49.04,368.43,,,,,,,,,,,,,,,,,,,,,,
-10.83,126.18,-79.65,195.35,,,,,,,,,,,,,,,,,,,,
-78.54,-30.48,,,,,,,,,,,,,,,,,,,,,,
43.79,-83.73,-64.99,96.42,-79.65,195.35,91.23,,,,,,,,,,,,,,,,,
-39.84,-79.65,,,,,,,,,,,,,,,,,,,,,,
320.76,,,,,,,,,,,,,,,,,,,,,,,
320.76,,,,,,,,,,,,,,,,,,,,,,,
-77.28,-32.68,96.42,-79.65,16784.22,-98.33,,,,,,,,,,,,,,,,,,
-67.40,16.41,,,,,,,,,,,,,,,,,,,,,,
-20.82,-46.95,-35.96,39.04,378.77,-93.88,-48.85,1206.16,-17.09,-47.85,,,,,,,,,,,,,,
-50.41,-64.94,-45.83,,,,,,,,,,,,,,,,,,,,,
-62.47,-96.33,401.24,19.74,,,,,,,,,,,,,,,,,,,,
72.20,,,,,,,,,,,,,,,,,,,,,,,
-77.40,-44.06,506.76,-1.09,-55.76,,,,,,,,,,,,,,,,,,,
-97.96,3730.16,-98.79,91.08,658.35,,,,,,,,,,,,,,,,,,,
-56.18,136.89,,,,,,,,,,,,,,,,,,,,,,
-59.42,-26.64,-64.87,17.85,-59.30,638.38,-83.64,185.73,22.69,,,,,,,,,,,,,,,
47.87,-79.65,-1.55,-52.60,807.78,,,,,,,,,,,,,,,,,,,
17.28,-69.89,-97.73,,,,,,,,,,,,,,,,,,,,,
72.20,,,,,,,,,,,,,,,,,,,,,,,
320.76,,,,,,,,,,,,,,,,,,,,,,,
14.21,-87.19,-79.65,638.38,,,,,,,,,,,,,,,,,,,,
-34.20,120.08,-9.84,-78.93,219.25,,,,,,,,,,,,,,,,,,,
-93.09,-49.99,,,,,,,,,,,,,,,,,,,,,,
44.29,-95.34,450.20,-79.65,589.15,-18.05,,,,,,,,,,,,,,,,,,
132.91,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-82.83,902.69,,,,,,,,,,,,,,,,,,,,,,
-39.84,-79.65,-1.55,,,,,,,,,,,,,,,,,,,,,
30.38,46.86,-38.25,9.44,17.85,3003.21,-99.34,495.88,,,,,,,,,,,,,,,,
138.69,,,,,,,,,,,,,,,,,,,,,,,
-35.21,-79.65,-1.55,,,,,,,,,,,,,,,,,,,,,
116.74,-92.05,611.63,-22.71,-69.24,205.12,-34.53,-79.65,712.21,-62.81,97.26,-40.57,,,,,,,,,,,,
-2.63,-79.65,343.03,,,,,,,,,,,,,,,,,,,,,
2.68,-79.65,589.15,-48.61,,,,,,,,,,,,,,,,,,,,
-96.08,-25.30,1667.77,-18.09,-93.79,-22.25,374.85,-49.44,33.02,,,,,,,,,,,,,,,
79.11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-11.88,,,,,,,,,,,,,,,,,,,,,,,
-98.50,1810.68,-91.99,40.06,96.42,-79.65,-6.70,480.38,-91.38,538.50,-20.76,,,,,,,,,,,,,
-83.27,47.31,-79.65,712.21,-94.26,146.63,390.76,,,,,,,,,,,,,,,,,
859.33,407.13,-98.37,-15.82,-91.65,8292.88,-92.90,,,,,,,,,,,,,,,,,
49.20,-85.77,958.92,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
-98.09,489.26,-79.65,367.64,20.77,,,,,,,,,,,,,,,,,,,
-97.34,19.58,11.88,585.90,-56.25,33.02,,,,,,,,,,,,,,,,,,
-80.39,,,,,,,,,,,,,,,,,,,,,,,
-95.90,-1.79,-18.60,133.82,-95.01,1110.37,,,,,,,,,,,,,,,,,,
-93.29,17.36,-81.03,390.76,,,,,,,,,,,,,,,,,,,,
-45.72,352.36,-79.65,-1.55,,,,,,,,,,,,,,,,,,,,
-53.25,60.49,9.37,-66.64,80.85,-35.73,314.48,21.95,-90.85,365.25,-41.65,-40.07,65.89,86.13,-42.70,-7.36,-20.87,232.60,,,,,,
-46.23,-59.30,72.29,63.91,,,,,,,,,,,,,,,,,,,,
-99.16,123.75,31.90,127.50,,,,,,,,,,,,,,,,,,,,
-94.60,-29.38,144.84,,,,,,,,,,,,,,,,,,,,,
-87.93,197.92,,,,,,,,,,,,,,,,,,,,,,
-94.95,2828.25,,,,,,,,,,,,,,,,,,,,,,
-84.20,101.73,,,,,,,,,,,,,,,,,,,,,,
-61.76,,,,,,,,,,,,,,,,,,,,,,,
17.13,-79.65,-1.55,-52.60,505.19,,,,,,,,,,,,,,,,,,,
72.20,,,,,,,,,,,,,,,,,,,,,,,
-88.85,489.26,-79.65,-1.55,473.68,,,,,,,,,,,,,,,,,,,
-93.30,-79.65,219.96,-85.42,146.63,390.76,,,,,,,,,,,,,,,,,,
84.56,-91.19,-18.84,46.50,41.18,6.41,-79.21,,,,,,,,,,,,,,,,,
-88.59,5.51,,,,,,,,,,,,,,,,,,,,,,
-92.14,489.26,-49.12,106.75,-77.73,390.76,,,,,,,,,,,,,,,,,,
62.38,-40.44,-64.31,36.80,-57.54,303.95,-1.79,-79.65,-1.55,499.54,,,,,,,,,,,,,,
72.20,,,,,,,,,,,,,,,,,,,,,,,
-37.74,-79.65,416.86,,,,,,,,,,,,,,,,,,,,,
-59.89,-88.92,468.76,,,,,,,,,,,,,,,,,,,,,
-93.82,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1256.45,-98.10,321.10,-79.65,644.85,-68.30,,,,,,,,,,,,,,,,,,
320.76,,,,,,,,,,,,,,,,,,,,,,,
-91.47,194.63,-81.01,23.32,,,,,,,,,,,,,,,,,,,,
-98.92,-47.24,753.14,-46.66,33.02,,,,,,,,,,,,,,,,,,,
20.81,97.57,,,,,,,,,,,,,,,,,,,,,,
2323.67,-83.63,32.62,,,,,,,,,,,,,,,,,,,,,
44.29,-84.90,-15.82,-79.65,293.80,241.27,-86.82,,,,,,,,,,,,,,,,,
