,,,,,,,,,,,,,,,,,,,,,
6.0301,-55.3354,,,,,,,,,,,,,,,,,,,,
261.2408,,,,,,,,,,,,,,,,,,,,,
-90.2961,74.5965,34.0303,,,,,,,,,,,,,,,,,,,
-81.3105,,,,,,,,,,,,,,,,,,,,,
52.7353,-96.8513,575.3943,,,,,,,,,,,,,,,,,,,
-86.4410,12.0130,163.8669,,,,,,,,,,,,,,,,,,,
-81.0717,-23.8846,-90.7584,-77.1306,-93.0382,28.1632,-71.6534,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
349.4829,-62.6210,,,,,,,,,,,,,,,,,,,,
-55.3232,-37.2503,-81.3105,,,,,,,,,,,,,,,,,,,
-87.1556,486.3797,-94.5286,-62.1697,457.1184,-44.5606,834.6976,-26.7695,-33.0279,-1.7111,-82.2309,181.1041,,,,,,,,,,
10.2579,-98.4604,76.4931,299.0844,767.2391,-55.3232,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
-78.3923,292.6288,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-67.7695,-44.8551,200.1486,338.8359,-81.3105,,,,,,,,,,,,,,,,,
-90.0283,-15.9938,,,,,,,,,,,,,,,,,,,,
-41.2912,-89.6753,295.9208,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
-29.7353,-93.7909,66.6067,255.5938,3713.7049,-96.1507,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
171.5630,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
38.3524,152.6076,,,,,,,,,,,,,,,,,,,,
-88.0845,7272.7138,-70.0344,243.4389,-84.2885,5430.0771,-73.9419,-84.1276,34.0303,-31.0596,,,,,,,,,,,,
-74.7568,-52.6672,63.8346,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-55.3232,-99.1660,1636.7053,,,,,,,,,,,,,,,,,,,
37.2108,45.0718,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-96.1507,,,,,,,,,,,,,,,,,,,,,
-78.0366,310.4796,934.4687,-96.5491,-81.3105,,,,,,,,,,,,,,,,,
-88.4008,-71.6649,-74.2730,239.3251,-55.3232,171.4528,406.6225,-79.5691,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-93.1317,491.9335,66.6067,-93.6328,620.3914,-21.4107,-99.2301,4034.7100,,,,,,,,,,,,,,
-16.8409,280.1804,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-81.3105,6.0182,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
452.3329,-71.0777,21.0560,,,,,,,,,,,,,,,,,,,
-55.3232,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
-80.6984,-51.2619,-79.8204,36.1018,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-93.3028,-55.3232,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
182.4901,-89.5347,,,,,,,,,,,,,,,,,,,,
117.5774,-82.2482,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-42.3402,-71.4425,-79.0437,-33.9749,661.2118,1141.7733,-95.0627,-83.3393,18.5129,2618.5389,-94.8767,-72.2803,9583.0475,,,,,,,,,
-74.3279,-74.7924,-15.9938,745.7361,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-81.3105,163.9177,,,,,,,,,,,,,,,,,,,,
-67.7098,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-80.0376,,,,,,,,,,,,,,,,,,,,,
181.9120,,,,,,,,,,,,,,,,,,,,,
-30.6378,314.0342,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
-98.9031,370.3433,,,,,,,,,,,,,,,,,,,,
-6.8708,-52.1670,-59.9701,,,,,,,,,,,,,,,,,,,
-27.6748,130.9295,-85.2914,-96.1707,347.1445,119.9615,3428.3198,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-55.3232,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
-55.3232,-95.6912,-15.9938,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1041.2863,-61.1576,-89.7465,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-74.9014,1023.4612,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-77.5014,-77.1540,678.2988,,,,,,,,,,,,,,,,,,,
27.5825,-12.5906,,,,,,,,,,,,,,,,,,,,
668.5522,-64.5436,,,,,,,,,,,,,,,,,,,,
-32.1704,37.3617,,,,,,,,,,,,,,,,,,,,
-94.2618,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
337.1260,-62.0927,,,,,,,,,,,,,,,,,,,,
-71.9073,3136.8658,-86.3350,16.4707,22.3755,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-47.7722,-51.3150,22.3755,,,,,,,,,,,,,,,,,,,
-62.5512,-56.9181,220.1585,,,,,,,,,,,,,,,,,,,
-77.1918,794.5073,-96.9121,-73.1952,1368.3130,-75.6376,-80.3606,232.6362,572.1421,224.2677,-89.3538,-81.3105,2494.8067,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-89.8055,,,,,,,,,,,,,,,,,,,,,
-92.1602,990.2214,18.1346,,,,,,,,,,,,,,,,,,,
-52.6963,-47.3378,41.1188,536.3399,,,,,,,,,,,,,,,,,,
-40.7638,-78.8240,,,,,,,,,,,,,,,,,,,,
-83.7123,-36.3615,-93.7928,302.0910,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-15.9938,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-99.7272,2520.0642,-92.1996,,,,,,,,,,,,,,,,,,,
