-88.6701,,,,
176.0780,,,,
,,,,
,,,,
-42.3750,,,,
,,,,
,,,,
-71.3572,1188.2912,,,
,,,,
,,,,
,,,,
-78.5102,,,,
,,,,
174.4048,,,,
,,,,
215.1834,,,,
-74.2340,,,,
,,,,
166.0388,,,,
105.8036,,,,
,,,,
,,,,
-86.1500,,,,
,,,,
,,,,
,,,,
-45.9878,,,,
,,,,
,,,,
,,,,
91.9415,,,,
,,,,
-71.2876,,,,
,,,,
-87.1788,,,,
-88.7435,,,,
,,,,
,,,,
-43.5619,-43.0893,,,
,,,,
-56.2648,-72.4706,552.3049,-54.9896,
,,,,
,,,,
144.3917,,,,
,,,,
0.6468,50.2974,-69.4093,,
,,,,
,,,,
-74.2340,,,,
,,,,
-74.2340,,,,
,,,,
,,,,
,,,,
122.8699,-87.1170,,,
,,,,
,,,,
,,,,
-71.2876,,,,
-92.8227,267.5402,,,
105.8036,,,,
,,,,
-33.0045,,,,
215.1834,,,,
,,,,
-93.8924,276.0876,,,
4.1516,,,,
-30.2123,-72.8083,,,
5.0369,-58.0856,,,
-95.1575,144.5885,,,
-80.6466,1047.3520,,,
,,,,
,,,,
-13.3284,-61.9644,,,
,,,,
11.4350,,,,
,,,,
223.4056,,,,
,,,,
-86.8920,,,,
,,,,
-73.1759,,,,
,,,,
-71.2876,,,,
,,,,
,,,,
-84.0733,,,,
-70.6806,,,,
,,,,
-88.7435,2511.8581,-88.8513,,
,,,,
,,,,
,,,,
,,,,
,,,,
-33.0913,,,,
48.3680,-94.4029,388.4865,,
-86.1500,,,,
105.8036,,,,
-95.0409,,,,
-71.2876,,,,
7.4551,,,,
-90.0418,993.3403,,,
105.8036,,,,
-86.1500,,,,
-75.7878,,,,
-64.9796,,,,
160.6845,,,,
,,,,
,,,,
,,,,
,,,,
-71.2876,,,,
-73.5573,-17.9445,,,
-74.2340,,,,
-27.2654,,,,
,,,,
,,,,
140.3696,584.0782,,,
11.4350,,,,
11.4350,,,,
28.5791,,,,
-71.2876,,,,
-74.3577,,,,
,,,,
-71.2876,,,,
-71.2876,,,,
,,,,
,,,,
23.0786,,,,
,,,,
,,,,
1587.6001,,,,
-86.5838,,,,
69.8057,-56.0390,-40.1679,,
152.4006,,,,
105.8036,,,,
-71.2876,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
165.7664,-81.9950,,,
,,,,
,,,,
223.4056,,,,
-36.9633,,,,
,,,,
-93.1207,,,,
,,,,
,,,,
,,,,
-74.2340,,,,
-27.6525,-51.1318,-80.3818,326.5174,
-43.3378,30.5929,190.4185,,
,,,,
,,,,
-87.1788,,,,
,,,,
-71.2876,,,,
,,,,
,,,,
,,,,
-86.1500,,,,
7.0186,-74.5465,,,
-71.2876,,,,
-33.1364,241.6688,-92.8622,,
64.7752,-66.0246,-23.0730,,
,,,,
,,,,
6.4619,-94.8450,1540.0105,,
-71.2876,,,,
48.3991,-73.7726,,,
,,,,
-79.6656,,,,
,,,,
105.8036,,,,
,,,,
-62.4365,-22.0345,,,
,,,,
-86.1500,,,,
,,,,
,,,,
18.9708,,,,
-87.1788,,,,
,,,,
,,,,
,,,,
-85.1420,263.6168,-79.9024,156.2626,74.4844
,,,,
,,,,
122.8699,-87.1170,,,
-72.5927,191.1875,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-59.0811,-24.3276,,,
,,,,
,,,,
-71.2876,,,,
,,,,
214.1932,,,,
-57.9755,,,,
-84.3049,67.4329,,,
,,,,
,,,,
,,,,
,,,,
-74.2340,,,,
-85.7906,,,,
-76.0795,,,,
,,,,
63.2411,,,,
-66.3994,-44.2566,,,
,,,,
122.8699,-87.1170,,,
,,,,
,,,,
,,,,
-71.2876,,,,
,,,,
31.3264,,,,
,,,,
,,,,
,,,,
-61.7960,487.6681,,,
,,,,
,,,,
11.4350,,,,
-66.1140,-41.5258,,,
,,,,
-71.2876,,,,
-95.0143,,,,
,,,,
161.9318,,,,
,,,,
,,,,
27.4134,,,,
,,,,
138.5172,-24.2095,286.8743,-84.0396,
-71.2876,,,,
5.0611,,,,
15.5512,-80.9155,,,
,,,,
-34.7035,,,,
,,,,
-81.4782,38.7017,,,
-74.2340,,,,
,,,,
11.4350,,,,
,,,,
-71.2876,,,,
-89.1316,2666.2817,,,
,,,,
