69.9472,,,,
-6.8414,,,,
,,,,
96.5631,-17.2787,,,
250.6732,,,,
-79.2144,,,,
,,,,
,,,,
-92.5213,128.8096,194.0728,,
,,,,
502.7580,,,,
116.8816,,,,
83.0477,,,,
-90.5524,443.3955,,,
,,,,
,,,,
,,,,
-90.7624,64.8454,,,
,,,,
65.4298,,,,
,,,,
-81.9688,,,,
71.9050,,,,
-68.9067,,,,
,,,,
,,,,
-83.0928,,,,
,,,,
-6.8414,,,,
-93.3207,186.3150,,,
-6.8414,,,,
,,,,
,,,,
,,,,
,,,,
-38.6262,-59.6574,-84.4533,3614.5607,
-93.9990,,,,
168.6007,-85.9921,130.9959,,
97.3055,,,,
,,,,
,,,,
,,,,
,,,,
41.1169,,,,
,,,,
84.8386,,,,
,,,,
,,,,
-10.1591,-59.2374,426.2397,-45.8735,
,,,,
-88.4530,64.8454,,,
-25.8764,,,,
11.8193,-77.5417,242.0513,,
-6.8414,,,,
-34.3935,-59.6574,-84.4533,3614.5607,
,,,,
,,,,
71.9050,,,,
,,,,
,,,,
-67.8223,28.9287,3053.8247,,
,,,,
,,,,
14.2355,,,,
-92.6894,6.4819,129.2066,155.7155,
-3.7361,,,,
,,,,
,,,,
297.2807,,,,
,,,,
4.1185,,,,
58.5490,,,,
-57.8016,74.0797,,,
-57.9764,67.5853,,,
-83.7004,1070.2034,,,
-77.3145,347.5022,,,
,,,,
32.3646,-8.9344,,,
-77.2956,128.3174,,,
,,,,
75.3598,,,,
83.0477,,,,
,,,,
,,,,
78.8670,,,,
-85.4875,883.4581,,,
,,,,
-34.3935,-59.6574,-84.4533,3614.5607,
1.4714,,,,
-33.1523,,,,
-85.0669,226.3448,,,
,,,,
-73.2263,162.5409,-72.2221,788.1756,-40.1956
,,,,
77.5518,,,,
264.6628,,,,
-6.8414,,,,
-86.0037,229.6907,,,
-88.7937,27.2634,559.6703,,
57.8238,,,,
,,,,
,,,,
,,,,
,,,,
-5.9211,,,,
,,,,
-6.8414,,,,
-6.8414,,,,
,,,,
57.8238,,,,
,,,,
,,,,
-78.6803,-36.0711,,,
,,,,
,,,,
,,,,
83.0477,,,,
-97.0385,500.8848,,,
-80.8698,396.2461,66.2151,,
79.8457,,,,
67.6878,,,,
-74.3873,11.8755,,,
,,,,
,,,,
67.2461,,,,
104.0587,-69.2812,,,
,,,,
-85.6340,,,,
,,,,
321.8255,,,,
-72.3615,,,,
,,,,
,,,,
,,,,
,,,,
-77.3533,,,,
,,,,
-5.9211,,,,
79.8457,,,,
,,,,
,,,,
-5.9211,,,,
-32.3702,-49.5041,99.7777,,
-78.4340,-38.1830,,,
,,,,
-6.8414,,,,
100.5558,173.9809,,,
,,,,
,,,,
5.7476,,,,
,,,,
,,,,
-22.1450,-84.7883,64.8454,,
-98.8850,329.7624,1677.2228,,
-5.9211,,,,
12.7460,-5.9211,,,
,,,,
,,,,
-97.0065,166.8925,,,
121.9686,,,,
,,,,
,,,,
-6.8414,,,,
-91.1477,75.5305,,,
-88.8388,,,,
,,,,
,,,,
-85.3252,137.4501,,,
118.8012,-7.5586,26.0219,,
,,,,
,,,,
-87.0282,695.2327,70.2114,,
-79.4220,,,,
-94.3634,1201.2899,36.5237,,
77.5518,,,,
,,,,
,,,,
-32.7188,,,,
-85.1007,64.8454,,,
,,,,
,,,,
65.9009,,,,
66.7153,,,,
83.0477,,,,
,,,,
-14.4273,144.0636,-84.0178,,
,,,,
,,,,
,,,,
83.5430,,,,
,,,,
-94.6293,1108.8660,,,
,,,,
-91.9065,1168.9782,,,
,,,,
,,,,
,,,,
,,,,
59.4851,,,,
-89.8189,620.7509,,,
-27.1655,,,,
78.4095,,,,
-55.1285,49.5735,,,
,,,,
-87.5168,64.8454,,,
,,,,
,,,,
,,,,
,,,,
-10.3568,,,,
-5.9211,,,,
,,,,
,,,,
74.0109,,,,
142.0558,-4.5524,-76.3822,88.3651,
-40.5302,75.7047,,,
-71.5960,-71.5872,,,
-92.2343,548.4215,,,
,,,,
73.5695,,,,
,,,,
2.6794,,,,
-76.4052,-45.2038,,,
71.9050,,,,
-49.0891,-34.9355,699.6390,,
,,,,
,,,,
75.6907,,,,
-31.5418,-14.8943,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-91.7640,875.1695,,,
,,,,
503.4472,,,,
81.6463,,,,
,,,,
,,,,
,,,,
-6.8414,,,,
-46.4710,,,,
,,,,
-73.9742,,,,
-93.2841,550.6449,212.0542,,
,,,,
,,,,
-80.4773,,,,
-75.2774,,,,
8.6774,,,,
-95.8467,2437.9565,,,
-22.6133,,,,
-23.8548,-96.9503,116.8816,368.0814,
-6.9846,,,,
,,,,
-91.9065,1168.9782,,,
,,,,
-35.1887,,,,
-94.1249,3081.5861,19.2293,,
,,,,
-5.9211,,,,
,,,,
40.2153,-12.9250,-68.0502,165.6318,
-85.1195,1342.3190,-20.9545,,
,,,,
,,,,
-33.2672,-59.0429,,,
-92.6862,,,,
,,,,
,,,,
