-88.1553,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-92.8155,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
100.1913,,,,
,,,,
,,,,
,,,,
,,,,
-81.3096,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
69.1527,,,,
,,,,
,,,,
-13.3241,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-68.9358,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
765.9683,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
31.5403,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8.1395,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-61.1752,,,,
19.5592,,,,
10.9655,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-82.6718,228.8816,137.8585,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-72.4467,,,,
,,,,
,,,,
,,,,
,,,,
-96.1910,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-73.9417,,,,
,,,,
,,,,
,,,,
71.4273,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
118.8347,,,,
,,,,
,,,,
,,,,
102.9083,,,,
,,,,
,,,,
,,,,
-62.5137,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-96.1892,,,,
,,,,
-98.6652,3216.2553,,,
,,,,
,,,,
,,,,
,,,,
,,,,
176.8525,,,,
-87.3490,,,,
,,,,
-70.5962,,,,
107.4621,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
64.5753,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-89.1478,,,,
,,,,
,,,,
,,,,
,,,,
-36.2368,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
