-98.9467,19130.1958,,,,,,,,,,,
3.019,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
64.6365,,,,,,,,,,,,
651.9881,,,,,,,,,,,,
84.2039,-89.7164,877.3787,2.4312,52.9689,-98.6188,3163.4377,-72.6869,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
-97.8272,-53.3367,69.6828,4985.0452,,,,,,,,,
,,,,,,,,,,,,
124.9259,-9.6193,-94.3552,,,,,,,,,,
108.8319,,,,,,,,,,,,
,,,,,,,,,,,,
64.6365,,,,,,,,,,,,
-44.3968,1.9277,15.6286,158.1183,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
75.9677,-25.2248,-98.4803,-1.0256,,,,,,,,,
77.9404,,,,,,,,,,,,
-81.0175,-32.5136,2320.7253,,,,,,,,,,
-47.9677,630.8353,-96.5612,,,,,,,,,,
122.4145,-89.2173,243.0031,416.5231,,,,,,,,,
-41.523,1.7163,-32.4371,-97.4109,2728.4884,,,,,,,,
-90.8504,,,,,,,,,,,,
-81.7071,-56.1339,4227.876,,,,,,,,,,
,,,,,,,,,,,,
-16.5858,-88.1346,2573.0127,-39.5602,-60.0886,,,,,,,,
,,,,,,,,,,,,
-99.2558,2661.3703,,,,,,,,,,,
67.9292,-17.9834,-82.0696,-1.0256,,,,,,,,,
-61.6858,54.0686,-91.6447,467.8043,-92.3518,19642.4806,-76.6047,,,,,,
309.9243,,,,,,,,,,,,
8.9949,-88.7875,,,,,,,,,,,
73.0793,-18.2856,-76.1215,-87.6282,,,,,,,,,
,,,,,,,,,,,,
-87.1297,1267.6088,18.4635,-48.6166,-69.8773,-66.2973,1074.0624,-44.2891,-90.9046,,,,
90.8286,,,,,,,,,,,,
-71.1475,,,,,,,,,,,,
,,,,,,,,,,,,
92.5131,-89.8368,-96.6056,23676.3115,392.735,,,,,,,,
,,,,,,,,,,,,
46.9064,-75.798,722.2964,-4.5819,-7.3892,,,,,,,,
-57.3243,14.9746,-61.3969,325.5261,,,,,,,,,
24.7881,,,,,,,,,,,,
,,,,,,,,,,,,
71.4963,-94.0781,1854.4902,-99.415,,,,,,,,,
-6.7102,-79.3183,-23.4781,23.0422,1740.9903,-2.7348,-76.1567,,,,,,
-97.6389,1359.5958,123.1451,64.6073,13.405,-94.6063,113.0595,2558.6601,-78.7978,,,,
167.5863,-93.9872,1730.8227,23.7356,-42.3259,-97.9183,,,,,,,
,,,,,,,,,,,,
-43.595,,,,,,,,,,,,
,,,,,,,,,,,,
130.1082,-56.7327,-96.5721,3916.5387,-48.9478,,,,,,,,
64.6365,,,,,,,,,,,,
95.5937,-24.6607,-79.9469,-85.8608,,,,,,,,,
158.8766,-93.4008,,,,,,,,,,,
-77.3594,230.1405,403.107,,,,,,,,,,
-99.035,15223.5046,,,,,,,,,,,
-49.4459,803.2545,-74.0257,22.2871,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
-98.6935,,,,,,,,,,,,
,,,,,,,,,,,,
133.5585,,,,,,,,,,,,
134.2328,-93.2729,-31.3994,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
-46.6666,-40.3156,,,,,,,,,,,
-99.7574,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
-84.2446,171.8893,,,,,,,,,,,
254.7022,,,,,,,,,,,,
353.8434,,,,,,,,,,,,
,,,,,,,,,,,,
56.4861,-19.1266,-61.3594,-90.1026,,,,,,,,,
64.6365,,,,,,,,,,,,
,,,,,,,,,,,,
-54.583,-34.2008,1063.7178,-47.4367,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
-98.5792,2987.0279,-84.7692,-91.0023,,,,,,,,,
-52.5602,-77.9096,,,,,,,,,,,
,,,,,,,,,,,,
-34.1454,,,,,,,,,,,,
,,,,,,,,,,,,
-96.5528,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
104.9144,,,,,,,,,,,,
,,,,,,,,,,,,
-36.9836,94.397,-84.2901,600.6259,,,,,,,,,
,,,,,,,,,,,,
-97.8367,20.1373,2996.0819,-90.4035,-27.6606,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
174.1441,-90.8787,1269.7348,193.0895,,,,,,,,,
,,,,,,,,,,,,
24.8692,-77.6478,-91.5389,,,,,,,,,,
,,,,,,,,,,,,
-92.2257,20774.0051,-99.2367,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
149.02,-32.9694,,,,,,,,,,,
7.5794,,,,,,,,,,,,
-88.6797,1429.1829,4.3017,37.9263,,,,,,,,,
,,,,,,,,,,,,
23.0441,-87.6433,303.9351,-21.0287,97.9489,,,,,,,,
100.0966,-13.9128,-84.5609,-85.8608,,,,,,,,,
,,,,,,,,,,,,
-47.9745,382.8999,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
4.5059,-34.1288,,,,,,,,,,,
233.3949,191.7559,,,,,,,,,,,
-99.6767,137.2194,281.4928,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
93.7151,,,,,,,,,,,,
457.38,19.7653,-74.3877,-83.5043,345.673,,,,,,,,
-95.9936,,,,,,,,,,,,
39.437,-8.635,-80.2197,-80.2051,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
107.3252,-8.7653,28.3922,-67.8897,,,,,,,,,
-23.2973,472.5062,,,,,,,,,,,
269.2509,-45.566,-36.5153,150.8565,4.2587,35.3345,-94.6329,1431.1386,,,,,
,,,,,,,,,,,,
40.3716,44.2625,43.7669,,,,,,,,,,
,,,,,,,,,,,,
102.4664,-98.9925,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
233.3949,191.9191,,,,,,,,,,,
102.5037,-90.0932,,,,,,,,,,,
,,,,,,,,,,,,
-31.2873,,,,,,,,,,,,
-95.3512,,,,,,,,,,,,
,,,,,,,,,,,,
-81.7699,285.8785,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
155.9831,,,,,,,,,,,,
,,,,,,,,,,,,
64.6365,,,,,,,,,,,,
5.2625,-96.3966,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
-35.6153,,,,,,,,,,,,
5.5311,174.9963,,,,,,,,,,,
,,,,,,,,,,,,
-35.1901,,,,,,,,,,,,
-97.7376,904.1347,,,,,,,,,,,
157.097,,,,,,,,,,,,
46.2156,-22.2809,-78.7241,-29.304,,,,,,,,,
224.9343,-26.5704,6.2694,-96.1657,641.2567,321.5495,,,,,,,
6.3365,-88.7875,,,,,,,,,,,
,,,,,,,,,,,,
39.3078,6.3421,125.0496,,,,,,,,,,
,,,,,,,,,,,,
2081.8583,-62.2305,-98.8606,36780.2519,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
64.6365,,,,,,,,,,,,
225.407,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
54.3941,,,,,,,,,,,,
,,,,,,,,,,,,
354.2434,,,,,,,,,,,,
5.3161,,,,,,,,,,,,
-21.5077,-83.284,392.1687,1387.7771,-73.39,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
